NPSN,Nama Sekolah,Telpon,Email,Akreditasi,Total Peserta Didik,Total Pendidik,Naungan,Kabupaten,Kecamatan,Alamat
70055028,SMA SWASTA ELTAHFIDZQU,,,,56,13,YAYASAN PENDIDIKAN RUMAH QURAN ELTAHFIDZQU,KAB. BATU BARA,KEC. NIBUNG HANGUS,DUSUN I DAMAR GETAH
10210896,SMA SWASTA MULIA MEDAN,8217095,sma_mulia@yahoo.com,B,74,13,MUSLIM LEWAT ILMU DAN AKHLAK,KOTA MEDAN,KEC. MEDAN SELAYANG,JL. KENANGA SARI NO. 33
10219101,SMAS YPI DELI DELI TUA,7031562,smaypi.delitua0814@gmail.com,B,78,11,YAYASAN PENDIDIKAN ISLAM DELITUA,KAB. DELI SERDANG,KEC. DELI TUA,"JL. MEDAN - DELITUA, GANG SURYO KM 10,8"
10210802,SMA SWASTA BINA BERSAUDARA,7861588,smabinabersaudara43@gmail.com,B,254,18,PENDIDIKAN BINA BERSAUDARA,KOTA MEDAN,KEC. MEDAN JOHOR,"JL. B. KATAMSO, T.KUNING NO. 43"
70052134,SMA SWASTA IT SETIA NURUL AZMI,,,,60,4,YAYASAN PERGURUAN SETIA NURUL AZMI,KOTA MEDAN,KEC. MEDAN DELI,JL. PANCING PS 4 LK. V
10202004,SMA SWASTA METHODIST BERASTAGI,,sma_pkmi@yahoo.co.id,A,388,22,YAYASAN METHODIST RAHMANI INDONESIA,KAB. KARO,KEC. BERASTAGI,JL. VETERAN NO.44 BERASTAGI
10263528,SMA SWASTA CINTA BUDAYA / CHONG WEN,0617359222,cintabudaya_chongwhen@yahoo.co.id,A,1226,48,YAYASAN PENDIDIKAN CINTA BUDAYA,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,"JL. WILLIEM ISKANDAR / PANCING, KOMPLEKS MMTC NO. 1 BLOK CINTA BUDAYA"
70005528,SMA SWASTA PLUS DARUL ILMI,082298233361,darulilmibatubara@gmail.com,C,157,14,YAYASAN PENDIDIKAN DARUL ILMI,KAB. BATU BARA,KEC. LIMA PULUH PESISIR,JL. PEMATANG PANAI
10219133,SMAS KARYA UTAMA MARINDAL,085297245871,karyautamasmpsma@yahoo.co.id,B,32,12,YAYASAN PERGURUAN KARYA UTAMA,KAB. DELI SERDANG,KEC. PATUMBAK,JL. PENDIDIKAN NO. 23 MARINDAL
10220226,SMA SWASTA YAPIM NAMORAMBE,081361136489,smasyapimnamorambe@gmail.com,A,151,14,YAYASAN PERGURUAN INDONESIA MEMBANGUN (YAPIM) TARUNA,KAB. DELI SERDANG,KEC. NAMO RAMBE,JL. BESAR NAMO RAMBE
10258913,SMA SWASTA DHARMAWANGSA MEDAN,6630426,smasdharmawangsa045@gmail.com,A,905,65,YAYASAN PENDIDIKAN DHARMAWANGSA,KOTA MEDAN,KEC. MEDAN BARAT,JL.K.L. YOS SUDARSO NO. 224
10210718,SMA SWASTA BUDI AGUNG MEDAN,,smabudiagung@gmail.com,A,707,47,YAYASAN PERGURUAN BUDI AGUNG,KOTA MEDAN,KEC. MEDAN MARELAN,JL. PLATINA RAYA NO. 7A MEDAN
10201327,SMAS MULIA SECURAI,,smasmulia25@gmail.com,B,88,13,YAYASAN PENDIDIKAN MULIA SECURAI,KAB. LANGKAT,KEC. BABALAN,JL. MEDAN - PK. BRANDAN KM. 77
10210747,SMA SWASTA HARAPAN MANDIRI,0617882388,smaharapan_mandiri@yahoo.co.id,A,752,36,PERGURUAN HARAPAN MANDIRI,KOTA MEDAN,KEC. MEDAN JOHOR,JL. BRIGJEND ZEIN HAMID NO.40 MEDAN
10212557,SMAS PERGURUAN RAKYAT,,smaperak@yahoo.co.id,C,91,18,PERGURUAN RAKYAT,KOTA PADANG SIDEMPUAN,KEC. PADANG SIDIMPUAN SELATAN,JL. PENDIDIKAN NO. 20
10210869,SMAS MARISI MEDAN,0618451885,smaswasta.m@yahoo.com,A,168,22,YAYASAN PENDIDIKAN NASIONAL MARISI,KOTA MEDAN,KEC. MEDAN HELVETIA,JL. GURU SINUMBA NO. 2
10261485,SMAS DEWANTARA PUTRA,,smadewantaraputra@gmail.com,B,100,11,YAYASAN PENDIDIKAN DEWANTARA PUTRA,KAB. LANGKAT,KEC. SERAPIT,JL. LETJEND JAMIN GINTING DUSUN I SEBERTUNG
10204247,SMAS TRIYADIKA YASA,,sma_triyadikayasa@yahoo.co.id,B,91,6,YAYASAN PERGURUAN TRIYADIKAYASA,KAB. ASAHAN,KEC. AEK SONGSONGAN,PERK. BANDAR SELAMAT
69877345,SMA SWASTA HOYA SEJAHTERA,082272673737,smashoyasejahtera14@gmail.com,B,121,15,YAYASAN HOYA SEJAHTERA,KAB. NIAS SELATAN,KEC. SOMAMBAWA,HOYA
10259908,SMA SWASTA TAMAN SISWA TAPIAN DOLOK,7439262,tamansiswa_tapdlk@yahoo.com.au,A,415,18,PERSATUAN PERGURUAN TAMANSISWA CABANG DOLOK ULU,KAB. SIMALUNGUN,KEC. TAPIAN DOLOK,JL. MEDAN KM 10 SINAKSAK
70025683,SMA SWASTA WELLINGTON INTELEKTUAL,0616625609,seniorhigh.wellington@gmail.com,A,318,18,PENDIDIKAN PELITA INTELEKTUAL,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. CEMARA BOULEVARD BLOK C7 NO.174-182
10210837,SMA SWASTA UTAMA MEDAN,0616617811,karsautama80@gmail.com,B,177,13,YAYASAN KARSA UTAMA SEJAHTERA,KOTA MEDAN,KEC. MEDAN TEMBUNG,JL. SULUH NO. 80 A MEDAN
70040279,SMA ISLAM ARROZAQ RANTAUPRAPAT,085277143630,smaislamarrozaqrantauprapat@gmail.com,A,93,14,ARROZAQ,KAB. LABUHANBATU,KEC. RANTAU SELATAN,JL. AL NAPIAH
10201365,SMAS DARMA BHAKTI,08126324453,smaswastadharmabakti@gmail.com,B,57,7,YAYASAN PENDIDIKAN DHARMA BAKTI BESITANG,KAB. LANGKAT,KEC. BESITANG,JL. MEDAN - BANDA ACEH KM 97 BUKIT KUBU
10260490,SMAS SRI LANGKAT,081396047548,smasrilangkat.sma@gmail.com,A,329,19,YAYASAN PENDIDIKAN SERI LANGKAT,KAB. LANGKAT,KEC. TANJUNG PURA,JL. MERDEKA NO.10
69947201,SMA SWASTA HARAPAN SUSUA,081362091502,faatulol@gmail.com,C,25,9,HARAPAN SUSUA,KAB. NIAS SELATAN,KEC. ULUSUSUA,DESA FOIKHU FONDRAKO
69992310,SMA SWASTA IT PERMATA HATI,,ph.islamicschool@gmail.com,B,127,16,YAYASAN PEDIDIKAN ISLAM TERPADU PERMATA HATI BANGSA,KOTA TEBING TINGGI,KEC. RAMBUTAN,JL. GUNUNG MARTIMBANG
69948504,SMA SWASTA KINGSTON SCHOOL,0618458555,kingstonschoolmedan@gmail.com,A,59,8,YAYASAN PENDIDIKAN LATIHAN KESENIAN WULAN,KAB. DELI SERDANG,KEC. SUNGGAL,JL. KAPTEN SUMARSONO KOMP. GRAHA METROPOLITAN BLOK E NO. 25/26
10210751,SMAS INDONESIA MEMBANGUN,7864701,yapimtarmen59@yahoo.com,A,188,24,YAYASAN PERGURUAN INDONESIA MEMBANGUN TARUNA,KOTA MEDAN,KEC. MEDAN KOTA,JL. AIR BERSIH NO. 59
10210819,SMA SWASTA AL WASHLIYAH 1 MEDAN,7865845,sma_alwashliyah1medan@yahoo.co.id,B,149,14,MP. AL WASHLIYAH,KOTA MEDAN,KEC. MEDAN AMPLAS,"JL. SISINGAMANGARAJA KM. 5,5"
69947108,SMA SWASTA SANTHONI OXFORD,082369306268,santhonioxford125@gmail.com,C,79,9,YAYASAN PENDIDIKAN MEMORIAL SANTHONI OXFORD,KAB. NIAS SELATAN,KEC. MANIAMOLO,DESA BAWOSAODANO
10259084,SMA SWASTA SANTU XAVERIUS GUNUNGSITOLI,323010,smasxaverius.gusit@gmail.com,A,469,26,YAYASAN BUDI BAKTI KEUSKUPAN SIBOLGA,KOTA GUNUNGSITOLI,KEC. GUNUNGSITOLI,JL.NILAM NO.7 GUNUNGSITOLI
10214174,SMA SWASTA METHODIST TANJUNG MORAWA,7940386,sma@methodist-tamora.org,A,320,20,YAYASAN METHODIST KASIH IMANUEL INDONESIA,KAB. DELI SERDANG,KEC. TANJUNG MORAWA,JL. IRIAN NO.239
10214142,SMA SWASTA NURUL AMALIYAH,7946145,smanurulamaliyah57@gmail.com,A,313,22,YAYASAN PENDIDIKAN NURUL AMALIYAH DESA DAGANG KERAWAN,KAB. DELI SERDANG,KEC. TANJUNG MORAWA,JL. SEI MERAH
70005982,SMA SWASTA PLUS TARUNA AKTERLIS MEDAN,082165283355,smaplustamdapodik@gmail.com,A,573,30,YAYASAN PERGURUAN ISLAM AL-FADHLI,KOTA MEDAN,KEC. MEDAN JOHOR,JL. EKA BAKTI NO. 86 LINGKUNGAN IV
70039260,SMA SWASTA ISLAM PLUS AL FATIH,,,A,510,30,YAYASAN PENDIDIKAN ISLAM DAN DAKWAH AL FATIH,KOTA MEDAN,KEC. MEDAN MARELAN,JL. MARELAN II PSR IV TIMUR LINK 27
10219061,SMA SWASTA PERKUMPULAN AMAL BAKTI (PAB) 5 KLUMPANG,08126523520,smapab5_kl82@yahoo.co.id,A,472,25,PERKUMPULAN AMAL BAKTI  SUMATERA UTARA,KAB. DELI SERDANG,KEC. HAMPARAN PERAK,JL. BESAR KLUMPANG
70028151,SMA SWASTA ADVENT BILINGUAL,,,A,49,10,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH SUMBUL,KAB. KARO,KEC. KABANJAHE,JL. JAMIN GINTING NO. 7-A
10219919,SMA  SWASTA HARAPAN 3,7876152,smaharapan3@yahoo.com,A,409,26,YAYASAN PENDIDIKAN HARAPAN,KAB. DELI SERDANG,KEC. DELI TUA,JL. KARYA WISATA UJUNG NO.31
10200436,SMAS CERDAS BANGSA,085262129820,sma.cerdasbangsa@gmail.com,A,184,21,YAYASAN PENDIDIKAN CERDAS BANGSA,KAB. DELI SERDANG,KEC. NAMO RAMBE,PASAR IV  NO. 30
10205376,SMA MUHAMMADIYAH 9 KUALUH HULU,062492715,smamuhammadiyah9@ymail.com,A,876,39,PIMPINAN WILAYAH MUHAMMADIYAH (PWM) PROV. SUMATERA UTARA,KAB. LABUHANBATU UTARA,KEC. KUALUH HULU,JL. GAZALI SINAGA NO.3
10258026,SMAS MUHAMMADIAH 19,085262992514,smamuhammadiyah.19stabat@gmail.com,C,36,11,PIMPINAN WILAYAH MUHAMMADIYAH (PWM) PROV. SUMATERA UTARA,KAB. LANGKAT,KEC. STABAT,JALAN KESEHATAN
69975663,SMA SWASTA ADVENT SEI BAMBAN,081264441825,smaadventseibamban@gmail.com,C,43,5,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH SUMATERA UTARA,KAB. SERDANG BEDAGAI,KEC. SEI BAMBAN,JL. GEMPOLAN PASAR II KIRI KAMPUNG PON
69829547,SMA SWASTA GEMA BUWANA,081375263739,smagemabuwana@gmail.com,B,82,7,YAYASAN PENDIDIKAN GEMA BUWANA,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. GAMBIR PSR VIII GG. ADIL
10214141,SMA SWASTA NUR AZIZI TANJUNG MORAWA,0617943535,sma.nurazizi@gmail.com,A,374,26,YAYASAN PENDIDIKAN NUR AZIZI TANJUNG MORAWA,KAB. DELI SERDANG,KEC. TANJUNG MORAWA,JL. PAHLAWAN NO. 28 KEL. TANJUNG MORAWA A
70056418,SMA SWASTA TELAGA SAID,085297244453,smaswastatelagasaid@gmail.com,,59,5,YAYASAN PENDIDIKAN TELAGA SAID,KAB. LANGKAT,KEC. SEI LEPAN,JLN. DUSUN II BUKIT BARU DESA TELAGA SAID
10210737,SMA SWASTA KEMALA BHAYANGKARI 1 MEDAN,0618211591,smabhayangkari01medan@gmail.com,A,295,28,YAYASAN KEMALA BHAYANGKARI,KOTA MEDAN,KEC. MEDAN BARU,JL. K.H. WAHID HASYIM NO.1
10259751,SMAS DHARMA PATRA PK SUSU,085262689808,smadppangkalansusu@gmail.com,A,118,12,YAYASAN PENDIDIKAN DHARMA PATRA PANGKALAN SUSU,KAB. LANGKAT,KEC. PANGKALAN SUSU,JL. BARUNA BUKIT KUNCI
10211711,SMAS SULTAN AGUNG,062225932,sultanagungsma@gmail.com,A,631,33,PERGURUAN SULTAN AGUNG PEMATANGSIANTAR,KOTA PEMATANGSIANTAR,KEC. SIANTAR BARAT,JL. SURABAYA. NO.19
69967257,SMAS PLUS TARUNA BANGSA,082230150090,smaplustarunabangsa@gmail.com,A,61,6,UNGGUL PUTRA BANGSA,KAB. PADANG LAWAS,KEC. BARUMUN,JL. BAGINDA SOADUON LINGKUNGAN VI
10202680,SMA SWASTA KARYA SIMANTIN,,smakaryasimantin@gmail.com,B,72,5,YAYASAN PENDIDIKAN KARYA SIMANTIN,KAB. SIMALUNGUN,KEC. PANEI,SIMANTIN PANE DAME
70054853,SMA SWASTA IT AL-FAKHRI,,,,30,7,YAYASAN PENDIDIKAN ISLAM AL FAKHRI,KAB. DELI SERDANG,KEC. SUNGGAL,"JL. SEI MENCIRIM DUSUN III, DESA/KEL. SUKAMAJU, KEC. SUNGGAL, KAB. DELI SERDANG"
10218990,SMAS AL HUSNA PATUMBAK,7030650,smaswastapesantrenalhusna@gmail.com,B,79,7,YAYASAN TMI AL HUSNA,KAB. DELI SERDANG,KEC. PATUMBAK,JL. PELAJAR PASAR III MARINDAL I
10261576,SMA SWASTA GOTONG ROYONG,081263682060,gotongroyongsmaswasta@gmail.com,B,141,15,PERGURUAN GOTONG ROYONG SIMALUNGUN,KAB. SIMALUNGUN,KEC. GUNUNG MALELA,AFD.II PERKEBUNAN BANGUN
69899811,SMA SWASTA AMAL MAS II SUMATERA UTARA,082367064421,smaswastaamalmas2hilitotoao01@gmail.com,C,133,26,AMAL MAS,KAB. NIAS SELATAN,KEC. ARAMO,DAO-DAO ZAMOLO
10259930,SMAS TARBIYAH ISLAMIYAH,081361762240,sma.tarbiyahislamiyah@yahoo.co.id,B,137,8,YAYASAN PENDIDIKAN TARBIYAH ISLAMIYAH,KAB. DELI SERDANG,KEC. HAMPARAN PERAK,JL. PERINTIS KEMERDEKAAN
70009975,SMA IT AL-HIJRAH,082368999326,yayasanalhijrah27@gmail.com,A,109,6,YAYASAN AL HIJRAH BINTUJU,KAB. TAPANULI SELATAN,KEC. ANGKOLA MUARA TAIS,JL. MANDAILING KM. 14
10262159,SMA SWASTA BUDDHIS JAYANTI,0624325828,perguruanbuddhisjayanti@gmail.com,A,158,11,YAYASAN BUDDHA JAYANTI LABUHANBATU,KAB. LABUHANBATU,KEC. RANTAU UTARA,JL. GATOT SUBROTO NO. 12-14 RANTAUPRAPAT
69977064,SMA SWASTA DELI TUA SCHOOL,06142671398,smasds.0518@gmail.com,B,87,10,YAYASAN PENDIDIKAN DELI TUA,KAB. DELI SERDANG,KEC. DELI TUA,JL. BAYUR NO. 1 LINGKUNGAN IV
10214151,SMAS PANCA JAYA GALANG,7980796,smapancajayabaru@gmail.com,B,18,6,PANCA JAYA,KAB. DELI SERDANG,KEC. GALANG,JL. SEI KARANG/ AMALIYAH GALANG
10201998,SMA SWASTA IMMANUEL KABANJAHE,7003290,immanuelsma@gmail.com,B,51,8,,KAB. KARO,KEC. KABANJAHE,JL.KATEPUL NO. 92 KABANJAHE
69932312,SMA SWASTA MUHAMMADIYAH 3 MEDAN,085270227604,smamuhammadiyah3medan@gmail.com,A,36,7,PIMPINAN WILAYAH MUHAMMADIYAH (PWM) PROV. SUMATERA UTARA,KOTA MEDAN,KEC. MEDAN HELVETIA,JL. KAPTEN MUSLIM GG. JAWA KOMP. MUHAMMADIYAH MEDAN
10211688,SMAS KAMPUS NOMMENSEN,06227355801,smakampusnommensen@gmail.com,A,279,38,UNIVERSITAS HKBP NOMMENSEN,KOTA PEMATANGSIANTAR,KEC. SIANTAR TIMUR,JL. SANGNAWALUH NO. 4
70051100,SMA SWASTA IT MADANI SUNGGAL,082267772332,smamadanisunggal@gmail.com,,51,4,YAYASAN SELAMAT RIADI JAYA,KAB. DELI SERDANG,KEC. SUNGGAL,JL. DISKI-GLUGUR RIMBUN GG. ANGGREK XII NO. B227 DUSUN II
10259248,SMAS KRISTEN IMMANUEL,0614517370,smaimmanuelmedan@ymail.com,A,106,17,PERKUMPULAN MEMBANGUN SEKOLAH KRISTEN,KOTA MEDAN,KEC. MEDAN POLONIA,JL. SLAMET RIYADI NO.1 MEDAN
10220598,SMAS PARULIAN BALNA,085169243577,smaparulianbalna@gmail.com,B,85,10,PENDIDIKAN PARULIAN,KAB. DAIRI,KEC. SUMBUL,JL. SILEUH -LEUH BALNA
70049005,SMA SWASTA ISLAM PLUS ADZKIA MEDAN,06166933130,smaadzkiamedan@gmail.com,,607,16,YAYASAN ADZKIA INTERNASIONAL,KOTA MEDAN,KEC. MEDAN TEMBUNG,JL. TUASAN NO. 4 & 6
10208953,SMAS ST MIKHAEL PANGURURAN,062620182,santomikhaelpangururan@yahoo.co.id,A,726,35,YAYASAN PENDIDIKAN KATOLIK SANTO YOSEPH MEDAN,KAB. SAMOSIR,KEC. PANGURURAN,JL. U.A. SUGIOPRANOTO
10203523,SMA SWASTA SANTO PETRUS SIDIKALANG,06272520387,ssmast.petrus@yahoo.com,A,838,40,YAYASAN SERI AMAL MEDAN,KAB. DAIRI,KEC. SIDIKALANG,JL. PARONGIL NO. 97 SIDIKALANG
10202677,SMA SWASTA MUHAMMADIYAH 7 SERBALAWAN,062264143,smamuh7@yahoo.co.id,A,660,33,PIMPINAN WILAYAH MUHAMMADIYAH (PWM) PROV. SUMATERA UTARA,KAB. SIMALUNGUN,KEC. DOLOK BATU NANGGAR,JL. MERDEKA NO. 16 SERBALAWAN
10218968,SMAS TAMAN SISWA LUBUK PAKAM,085206553772,smatamansiswalubukpakam@yahoo.co.id,B,43,7,PERSATUAN PERGURUAN TAMANSISWA CABANG LUBUK PAKAM,KAB. DELI SERDANG,KEC. LUBUK PAKAM,JL. KARTINI NO.1 LUBUK PAKAM
69877491,SMA SWASTA BINA HARAPAN ULUNEHO,081263054358,asarudi12@gmail.com,C,82,9,YAYASAN PERGURUAN BINA HARAPAN ULUNEHO,KAB. NIAS SELATAN,KEC. AMANDRAYA,DESA ORAHILI EHO KECAMATAN AMANDRAYA KABUPATEN NIAS SELATAN
69822702,SMA INDONESIA MEMBANGUN TARUNA BELAWAN,0616944908,yapimtarunabelawan@yahoo.co.id,A,53,11,YAYASAN PERGURUAN INDONESIA MEMBANGUN TARUNA,KOTA MEDAN,KEC. MEDAN KOTA BELAWAN,JALAN PULAU SERAM BELAWAN
10210933,SMA SWASTA PGRI 1 MEDAN,0618466117,smaspgri1medan@yahoo.co.id,C,50,13,PERWAKILAN YPLP PGRI PROVINSI SUMATERA UTARA,KOTA MEDAN,KEC. MEDAN PETISAH,JL. D. I. PANJAITAN NO. 189
10210828,SMAS UISU MEDAN,0617867984,smauisu@yahoo.com,A,166,21,UNIVERSITAS ISLAM SUMATERA UTARA,KOTA MEDAN,KEC. MEDAN KOTA,JL. H.BAHRUM JAMIL SH GG. UISU NO. 2
10210738,SMA SWASTA KESATRIA MEDAN,0617332473,smakesatria.medan@gmail.com,A,135,18,YAYASAN PERGURUAN KESATRIA MEDAN,KOTA MEDAN,KEC. MEDAN AREA,JL. GEDUNG ARCA NO. 24
10212554,SMAS KARYA BARU PSP,,smakaryabaru3@gmail.com,B,133,13,SMAS KARYA BARU PSP,KOTA PADANG SIDEMPUAN,KEC. PADANG SIDIMPUAN UTARA,JL. MERDEKA NO. 189 B
10220932,SMA SWASTA PULAU BERAYAN DARAT MEDAN,80033453,smaswastapulauberayandarat@yahoo.com,B,173,15,IR. DRS. J. KACARIBU,KOTA MEDAN,KEC. MEDAN TIMUR,JL. BILAL UJUNG NO. 3 MEDAN
10258339,SMA SWASTA LENTERA HARAPAN,081370935587,smalh.gusit@gmail.com,A,177,13,YAYASAN PENDIDIKAN PELITA HARAPAN TANGERANG,KOTA GUNUNGSITOLI,KEC. GUNUNGSITOLI UTARA,"JL.ARAH AWAI KM.12,5 GUNUNG SITOLI UTARA"
10212720,SMAS TRISAKTI LAGUBOTI,331203,lagubotitrisakti@yahoo.co.id,B,21,4,YAYASAN PERGURUAN TRI SAKTI LAGUBOTI,KAB. TOBA,KEC. LAGU BOTI,JL. TRISAKTI NO 26
10206577,SMAS SW TIGA BUKIT,081396806068,smasw3bukit@gmail.com,B,76,4,YAYASAN PERGURUAN TIGA BUKIT,KAB. TAPANULI TENGAH,KEC. BARUS,JL. PERJUANGAN NO. 55 BUKIT HASANG
10210868,SMA SWASTA YPK MEDAN,0617879712,smaypkmedan1965@gmail.com,A,300,20,YAYASAN PENDIDIKAN KELUARGA MEDAN,KOTA MEDAN,KEC. MEDAN KOTA,JL. SAKTI LUBIS GG. PEGAWAI NO. 8 MEDAN
10214129,SMA SWASTA MUHAMMADIYAH 5 LUBUK PAKAM,08126596588,smaswastamuhammadiyah5@gmail.com,A,113,10,PIMPINAN WILAYAH MUHAMMADIYAH (PWM) PROV. SUMATERA UTARA,KAB. DELI SERDANG,KEC. LUBUK PAKAM,JL. R.A KARTINI NO.62
10211308,SMAS TELADAN,0618822979,smateladanbinjai@gmail.com,B,24,14,YAYASAN TELADAN BINJAI,KOTA BINJAI,KEC. BINJAI KOTA,JL. TELADAN NO. 2 BINJAI
10201367,SMAS BUKIT MAS,085276186067,ypsmaswastabukitmas@gmail.com,B,59,9,YAYASAN PENDIDIKAN BUKIT MAS,KAB. LANGKAT,KEC. BESITANG,"JL.TANAH MERAH, P.BUAYA"
10210882,SMA SWASTA  NAHDATUL ULAMA MEDAN,8451713,smanahdlatululama@gmail.com,B,81,13,YAYASAN PERGURUAN NAHDLATUL ULAMA,KOTA MEDAN,KEC. MEDAN HELVETIA,JL.BRIGJEN H.A MANAF LUBIS NO.2
70030133,SMA SWASTA IT AL HIJRAH 2,081218122721,smaitboardingschool@gmail.com,A,38,10,YAYASAN AL HIJRAH DELI SERDANG,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. PERHUBUNGAN
10258748,SMAS DARMA PUTRA,,smaswasta_darmaputra86@yahoo.com,C,145,12,YAYASAN PERGURUAN DARMA PUTRA,KAB. ASAHAN,KEC. TINGGI RAJA,JL. BESAR DESA PIASA ULU
69815453,SMA PRESTASI UTAMA,085275444055,prestasiutama@gmail.com,B,143,5,PENDIDIKAN PRESTASI UTAMA,KAB. DELI SERDANG,KEC. SUNGGAL,JL. KALIREJO UJUNG DUSUN II SIDODADI
10214145,SMAS PAB 4 SAMPALI PERCUT,085373331678,smapabsampali@yahoo.co.id,A,252,20,PERKUMPULAN AMAL BAKTI  SUMATERA UTARA,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. PASAR HITAM NO. 69
10205367,SMAS TASIK RAJA,,sma.tasikraja@gmail.com,B,163,10,YAYASAN PERGURUAN TASIK RAJA,KAB. LABUHANBATU SELATAN,KEC. TORGAMBA,DESA BUKIT TUJUH
10210909,SMA SWASTA MUHAMMADIYAH 1 MEDAN,0617365218,info@smamsamedan.sch.id,A,228,18,PIMPINAN WILAYAH MUHAMMADIYAH (PWM) PROV. SUMATERA UTARA,KOTA MEDAN,KEC. MEDAN AREA,JL. UTAMA NO. 170
69973275,SMA SWASTA BANGUN INSAN MANDIRI,0616636702,sma.bim18@gmail.com,A,320,22,YAYASAN PENDIDIKAN SEKOLAH BANGUN INSAN MANDIRI,KOTA MEDAN,KEC. MEDAN TIMUR,JL. BAMBU II NO. 62
10259584,SMA SWASTA AL MAKSUM,6990608,smaalmaksumcintarakyat@gmail.com,A,164,17,YAYASAN PERGURUAN AL MAKSUM,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. SATRIA GG. AL MAKSUM DUSUN XI
10204237,SMAS AL MA SHUM KISARAN BRT,062344500,smalmashum02@gmail.com,A,304,16,YAYASAN PERGURUAN AL MASHUM SIDODADI,KAB. ASAHAN,KEC. KISARAN BARAT,JL. BATU ASAH NO. 2 SIDODADI
10201346,SMAS METHODIST,0618930106,smaswastamethodistkuala@gmail.com,B,115,9,YPGMI WIL. I PKMI KUALA,KAB. LANGKAT,KEC. KUALA,JL. GEREJA NO. 41 KUALA
10210817,SMAS AL ITTIHADIYAH,7369496,alittihadiyahyayasan@gmail.com,B,56,9,YAYASAN PERGURUAN AL-ITTIHADIYAH TELADAN,KOTA MEDAN,KEC. MEDAN KOTA,JL. GEDUNG ARCA NO. 55
70024112,SMA SWASTA IT AL AHMAD BATUBARA,,,B,78,13,YAYASAN PENDIDIKAN AL AHMAD BATU BARA,KAB. BATU BARA,KEC. NIBUNG HANGUS,JL. DUSUN SONO TENGAH
10202661,SMA SWASTA AL WASLIYAH 2 SERBELAWAN,0622641735,alwashliyah_sma@yahoo.com,A,60,10,AL JAM'IYATUL WASHLIYAH,KAB. SIMALUNGUN,KEC. DOLOK BATU NANGGAR,JL. RAJAMIN PURBA
10201319,SMAS USIA TAMA,77812264,smasusiatama@gmail.com,B,114,12,YAYASAN PERGURUAN USIA TAMA,KAB. LANGKAT,KEC. SEI BINGAI,JL. PASAR 4 NAMUTERASI
10210822,SMA SWASTA TAMANSISWA SINGOSARI,7346241,tamansiswamdn@gmail.com,B,176,22,PERSATUAN PERGURUAN TAMANSISWA CABANG MEDAN,KOTA MEDAN,KEC. MEDAN AREA,JL.SINGOSARI NO.11
10210840,SMA SWASTA ST. PETRUS MEDAN,06142405166,smastpetrus@gmail.com,A,296,23,YAYASAN PERGURUAN KATOLIK DON BOSCO KEUSKUPAN AGUNG MEDAN,KOTA MEDAN,KEC. MEDAN JOHOR,JL. LUKU I NO. 1
10214122,SMAS KARYA PEMBANGUNAN DELI TUA,7030284,sma.kpdelitua@gmail.com,B,66,10,YAYASAN PERGURUAN KARYA PEMBANGUNAN DELI TUA,KAB. DELI SERDANG,KEC. DELI TUA,JL. PASAR VI NO. 9 DELI TUA
70048236,SMA IT UNGGUL AD DURRAH,,,A,63,13,YAYASAN PENDIDIKAN AD DURRAH,KOTA MEDAN,KEC. MEDAN MARELAN,"JL. MARELAN PASAR 4 BARAT,"
10214175,SMA SWASTA PAB 1 MEDAN ESTATE,7355620,smapab1@ymail.com,A,62,14,PERKUMPULAN AMAL BAKTI  SUMATERA UTARA,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. MESJID NO. 1 PTPN II
10259244,SMAS NUSANTARA SETIA JANJI,082276597341,smasnusantara2005@yahoo.com,B,64,8,YAYASAN JANJI NUSANTARA ASAHAN,KAB. ASAHAN,KEC. SETIA JANJI,JL. PROTOKOL DESA SEI SILAU
10259130,SMA SWASTA AL-AZHAR MEDAN,0618365955,sma.alazharmedan84@gmail.com,A,581,44,YAYASAN HAJJAH RACHMAH NASUTION,KOTA MEDAN,KEC. MEDAN JOHOR,JL. PINTU AIR IV KWALA BEKALA NO. 214
70003123,SMA IT NUUR AR RADHIYYAH,06142621224,smaitnuuraradhiyyah@gmail.com,A,60,13,YAYASAN NUUR AR RADHIYYAH,KAB. LANGKAT,KEC. TANJUNG PURA,JL. PANGKALAN BRANDAN KM. 63 DUSUN HARAPAN
10210814,SMAS ADVENT 1 MEDAN,0614140448,smaadvent1medan@gmail.com,B,80,10,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH SUMATERA UTARA,KOTA MEDAN,KEC. MEDAN TIMUR,JL. VETERAN NO. 34
